311;Kenyon Martin Jr.;SF;22;HOU;82;49;28;5;8.8;0.569;0.8;2.6;0.315;4.2;6.1;0.679;0.617;1.8;2.7;0.68;1.5;4;5.5;1.5;0.5;0.4;1.1;1.8;12.7
314;Bennedict Mathurin;SF;20;IND;78;17;28.5;5.3;12.2;0.434;1.3;4;0.323;4;8.2;0.488;0.487;4.8;5.8;0.828;1.1;3;4.1;1.5;0.6;0.2;1.9;2.1;16.7
322;Jaden McDaniels;SF;22;MIN;79;79;30.6;4.7;9.1;0.517;1.4;3.4;0.398;3.3;5.7;0.588;0.591;1.3;1.8;0.736;1.2;2.7;3.9;1.9;0.9;1;1.4;3.4;12.1
323;Jalen McDaniels;SF;25;TOT;80;24;23.9;3.5;7.7;0.455;1;2.9;0.332;2.6;4.8;0.53;0.518;1.5;1.7;0.841;0.8;3.5;4.3;1.6;1;0.4;1.2;2.6;9.4
324;Doug McDermott;SF;31;SAS;64;0;20.5;3.7;8.2;0.457;1.9;4.7;0.413;1.8;3.5;0.516;0.575;0.8;1.1;0.757;0.4;1.8;2.2;1.4;0.2;0.1;0.9;1.8;10.2
332;Khris Middleton;SF;31;MIL;33;19;24.3;5.4;12.3;0.436;1.5;4.9;0.315;3.8;7.4;0.516;0.499;2.8;3.1;0.902;0.8;3.4;4.2;4.9;0.7;0.2;2.2;2.1;15.1
335;Justin Minaya;SF;23;POR;4;0;22.3;1.8;5.8;0.304;0.8;3;0.25;1;2.8;0.364;0.37;0;0.3;0;0.8;3;3.8;1;0.5;1.3;1;2.3;4.3
336;Josh Minott;SF;20;MIN;15;0;6.4;1.2;2.4;0.5;0.1;0.4;0.333;1.1;2;0.533;0.528;0.5;0.5;1;0.3;1.3;1.7;0.3;0.3;0.4;0.2;0.7;3.1
341;Chima Moneke;SF;27;SAC;2;0;4;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;1;0;1;0;1;0.5;0;0;1;1;1
350;Trey Murphy III;SF;22;NOP;79;65;31;4.9;10.1;0.484;2.6;6.3;0.406;2.3;3.8;0.611;0.61;2.2;2.4;0.905;0.7;2.8;3.6;1.4;1.1;0.5;0.8;2;14.5
353;Keegan Murray;SF;22;SAC;80;78;29.8;4.4;9.8;0.453;2.6;6.3;0.411;1.9;3.5;0.527;0.584;0.8;1;0.765;1.1;3.5;4.6;1.2;0.8;0.5;0.8;2;12.2
355;Svi Mykhailiuk;SF;25;TOT;32;8;14.6;2.4;5.4;0.445;1.3;3.1;0.424;1.1;2.3;0.473;0.566;0.8;1.2;0.667;0.5;1.2;1.7;1.7;0.5;0.1;0.8;0.7;6.9
358;Aaron Nesmith;SF;23;IND;73;60;24.9;3.5;8.1;0.427;1.6;4.3;0.366;1.9;3.8;0.496;0.525;1.6;1.9;0.838;0.8;2.9;3.8;1.3;0.8;0.5;1;3.2;10.1
368;Jordan Nwora;SF;24;TOT;62;14;19.2;3.1;7.2;0.436;1.4;3.4;0.408;1.7;3.8;0.462;0.533;1.1;1.4;0.791;0.8;2.9;3.7;1.4;0.4;0.2;1.1;1.2;8.7
369;Royce O'Neale;SF;29;BRK;76;53;31.7;3;7.8;0.386;2.1;5.5;0.389;0.9;2.3;0.379;0.524;0.7;0.9;0.725;0.7;4.3;5.1;3.7;0.9;0.6;1.5;3.1;8.8
370;Chuma Okeke;SF;24;ORL;27;8;19.2;1.6;4.5;0.352;1;3.2;0.302;0.6;1.3;0.472;0.459;0.6;0.8;0.762;1;2.6;3.6;1.4;0.7;0.4;0.6;1.5;4.7
373;Isaac Okoro;SF;22;CLE;76;46;21.7;2.3;4.7;0.494;0.8;2.3;0.363;1.5;2.4;0.617;0.582;1;1.4;0.757;0.7;1.8;2.5;1.1;0.7;0.4;0.6;2.1;6.4
377;Eugene Omoruyi;SF;25;TOT;40;6;16.1;2.5;5.7;0.443;0.6;2.2;0.281;1.9;3.5;0.547;0.498;1.3;1.9;0.68;1.1;1.7;2.8;0.7;0.7;0.1;0.9;2.3;7
