387;Aleksej Pokusevski;PF;21;OKC;34;25;20.6;3.2;7.3;0.434;1.1;3.1;0.365;2.1;4.3;0.483;0.51;0.6;1;0.629;1.3;3.4;4.7;1.9;0.6;1.3;1.3;1.7;8.1
392;Bobby Portis;PF;27;MIL;70;22;26;5.7;11.5;0.496;1.4;3.7;0.37;4.3;7.8;0.555;0.555;1.4;1.8;0.768;2.2;7.4;9.6;1.5;0.4;0.2;1.2;1.6;14.1
394;Micah Potter;PF;24;UTA;7;0;7.4;1.4;2.1;0.667;0.6;1;0.571;0.9;1.1;0.75;0.8;0;0;0;0.4;1.9;2.3;0.6;0.1;0;0.3;0.7;3.4
405;Julius Randle;PF;28;NYK;77;77;35.5;8.5;18.6;0.459;2.8;8.3;0.343;5.7;10.3;0.553;0.536;5.2;6.9;0.757;1.8;8.1;10;4.1;0.6;0.3;2.8;3;25.1
418;Jeremiah Robinson-Earl;PF;22;OKC;43;20;18.9;2.6;5.8;0.444;0.9;2.6;0.333;1.7;3.2;0.533;0.518;0.8;1;0.833;1.7;2.5;4.2;1;0.6;0.3;0.4;1.7;6.8
419;Isaiah Roby;PF;24;SAS;42;2;11.3;1.6;3.7;0.432;0.4;1.4;0.3;1.2;2.3;0.516;0.49;0.5;1;0.488;0.5;2;2.5;0.9;0.4;0.2;0.7;1.3;4.1
420;David Roddy;PF;21;MEM;70;4;18;2.6;6;0.429;0.9;3;0.307;1.6;3;0.553;0.506;0.6;0.9;0.631;0.7;2;2.8;0.8;0.4;0.3;0.8;1.5;6.7
429;Luka �amani?;PF;23;UTA;7;4;23;3.7;8.1;0.456;1.1;4.4;0.258;2.6;3.7;0.692;0.526;1.3;1.9;0.692;0;4.3;4.3;2.1;0.9;0.3;1.4;2.4;9.9
430;Dario �ari?;PF;28;TOT;57;12;14.1;2.2;4.9;0.458;0.8;2;0.391;1.4;2.8;0.506;0.54;1.1;1.3;0.829;0.9;2.7;3.6;1.3;0.4;0.1;1;1.7;6.4
433;Admiral Schofield;PF;25;ORL;37;0;12.2;1.5;3.3;0.451;0.6;2;0.324;0.8;1.3;0.646;0.549;0.6;0.6;0.913;0.6;1.1;1.7;0.8;0.2;0.1;0.4;1.6;4.2
443;Chris Silva;PF;26;DAL;1;0;3;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;2;2
453;Jabari Smith Jr.;PF;19;HOU;79;79;31;4.6;11.3;0.408;1.5;4.9;0.307;3.1;6.3;0.487;0.475;2.1;2.6;0.786;1.5;5.7;7.2;1.3;0.5;0.9;1.3;2.9;12.8
454;Jalen Smith;PF;22;IND;68;31;18.8;3.6;7.5;0.476;0.8;2.8;0.283;2.8;4.7;0.593;0.53;1.5;2;0.759;1.9;3.9;5.8;1;0.3;0.9;1.1;2.3;9.4
456;Jeremy Sochan;PF;19;SAS;56;53;26;4.5;9.9;0.453;0.6;2.4;0.246;3.9;7.5;0.519;0.483;1.4;2.1;0.698;1.7;3.6;5.3;2.5;0.8;0.4;1.7;2.5;11
458;Lamar Stevens;PF;25;CLE;62;25;18.1;2.1;4.6;0.448;0.5;1.5;0.316;1.6;3.1;0.513;0.5;0.6;0.9;0.702;0.8;2.6;3.3;0.5;0.4;0.3;0.4;1.3;5.3
465;Jayson Tatum;PF;24;BOS;74;74;36.9;9.8;21.1;0.466;3.2;9.3;0.35;6.6;11.8;0.558;0.543;7.2;8.4;0.854;1.1;7.7;8.8;4.6;1.1;0.7;2.9;2.2;30.1
466;Terry Taylor;PF;23;TOT;31;2;8.5;1.3;2.4;0.52;0.2;0.6;0.263;1.1;1.8;0.607;0.553;0.2;0.4;0.545;0.9;0.6;1.5;0.3;0.1;0.2;0.3;0.8;2.9
472;JT Thor;PF;20;CHO;69;8;14;1.4;3.4;0.399;0.6;1.8;0.317;0.8;1.7;0.487;0.481;0.5;0.7;0.702;0.5;1.7;2.2;0.5;0.3;0.3;0.6;1;3.8
474;Xavier Tillman Sr.;PF;24;MEM;61;29;19.3;3.1;5;0.614;0.1;0.2;0.267;3;4.8;0.632;0.621;0.8;1.5;0.551;2;3;5;1.6;1;0.5;0.7;1.6;7
475;Isaiah Todd;PF;21;WAS;6;1;10.2;0.5;3.2;0.158;0.2;1.7;0.1;0.3;1.5;0.222;0.184;0.3;0.3;1;0.3;1.7;2;0.7;0.2;0;0.3;0.7;1.5
476;Obi Toppin;PF;24;NYK;67;5;15.7;2.8;6.3;0.446;1.3;3.7;0.344;1.5;2.6;0.593;0.548;0.6;0.7;0.809;0.4;2.4;2.8;1;0.3;0.2;0.6;1;7.4
